           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635914031  -50.341322000         14.900
 -12.636928516  -50.342096000         14.800
 -12.637943001  -50.342870000         14.700
 -12.638939041  -50.343644000         14.600
 -12.639953526  -50.344436000         14.500
 -12.640968010  -50.345210000         14.400
 -12.641964050  -50.345984000         14.300
 -12.642978535  -50.346758000         14.200
 -12.643993020  -50.347532000         14.100
 -12.644989059  -50.348306000         14.000
 -12.646003544  -50.349080000         13.900
 -12.647018029  -50.349872000         13.800
 -12.648014068  -50.350646000         13.700
 -12.649028553  -50.351420000         13.600
 -12.650043038  -50.352194000         13.500
 -12.651039078  -50.352968000         13.400
 -12.652053562  -50.353742000         13.300
 -12.653049602  -50.354534000         13.200
 -12.654064087  -50.355308000         13.100
 -12.654562107  -50.355686000         13.000
