           lng            lat            alt
 -12.628941754  -50.364146000         15.000
 -12.628978644  -50.363534000         14.900
 -12.629089316  -50.362310000         14.800
 -12.629199987  -50.361104000         14.700
 -12.629292212  -50.359880000         14.600
 -12.629402884  -50.358674000         14.500
 -12.629513555  -50.357450000         14.400
 -12.629605781  -50.356226000         14.300
 -12.629716452  -50.355020000         14.200
 -12.629827123  -50.353796000         14.100
 -12.629919349  -50.352590000         14.000
 -12.630030020  -50.351366000         13.900
 -12.630140691  -50.350160000         13.800
 -12.630232917  -50.348936000         13.700
 -12.630343588  -50.347730000         13.600
 -12.630435814  -50.346506000         13.500
 -12.630546485  -50.345282000         13.400
 -12.630657156  -50.344076000         13.300
 -12.630749382  -50.342852000         13.200
 -12.630860053  -50.341646000         13.100
 -12.630915388  -50.341034000         13.000
