           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.623518872  -50.335814000         14.900
 -12.623998446  -50.336732000         14.800
 -12.624478021  -50.337668000         14.700
 -12.624957596  -50.338586000         14.600
 -12.625437170  -50.339522000         14.500
 -12.625916745  -50.340440000         14.400
 -12.626396320  -50.341376000         14.300
 -12.626857449  -50.342294000         14.200
 -12.627337024  -50.343230000         14.100
 -12.627816598  -50.344148000         14.000
 -12.628296173  -50.345084000         13.900
 -12.628775747  -50.346002000         13.800
 -12.629255322  -50.346938000         13.700
 -12.629734897  -50.347856000         13.600
 -12.630214471  -50.348792000         13.500
 -12.630694046  -50.349710000         13.400
 -12.631173621  -50.350628000         13.300
 -12.631653195  -50.351564000         13.200
 -12.632132770  -50.352482000         13.100
 -12.632354112  -50.352950000         13.000
