           lng            lat            alt
 -12.628941754  -50.364146000         15.000
 -12.628775747  -50.363372000         14.900
 -12.628480625  -50.361860000         14.800
 -12.628185502  -50.360348000         14.700
 -12.627890379  -50.358836000         14.600
 -12.627595256  -50.357324000         14.500
 -12.627300133  -50.355812000         14.400
 -12.627005010  -50.354282000         14.300
 -12.626709888  -50.352770000         14.200
 -12.626396320  -50.351258000         14.100
 -12.626101197  -50.349746000         14.000
 -12.625806074  -50.348234000         13.900
 -12.625510951  -50.346704000         13.800
 -12.625215828  -50.345192000         13.700
 -12.624920705  -50.343680000         13.600
 -12.624625582  -50.342168000         13.500
 -12.624330460  -50.340656000         13.400
 -12.624016892  -50.339144000         13.300
 -12.623721769  -50.337614000         13.200
 -12.623426646  -50.336102000         13.100
 -12.623279084  -50.335346000         13.000
