           lng            lat            alt
 -12.651389536  -50.336336000         15.000
 -12.650688619  -50.336354000         14.900
 -12.649305231  -50.336390000         14.800
 -12.647903397  -50.336426000         14.700
 -12.646520009  -50.336462000         14.600
 -12.645136621  -50.336480000         14.500
 -12.643734787  -50.336516000         14.400
 -12.642351399  -50.336552000         14.300
 -12.640968010  -50.336588000         14.200
 -12.639566177  -50.336624000         14.100
 -12.638182788  -50.336660000         14.000
 -12.636799400  -50.336696000         13.900
 -12.635397566  -50.336714000         13.800
 -12.634014178  -50.336750000         13.700
 -12.632630790  -50.336786000         13.600
 -12.631228956  -50.336822000         13.500
 -12.629845568  -50.336858000         13.400
 -12.628462179  -50.336894000         13.300
 -12.627060346  -50.336930000         13.200
 -12.625676958  -50.336966000         13.100
 -12.624976041  -50.336984000         13.000
