           lng            lat            alt
 -12.630915388  -50.341034000         15.000
 -12.630712491  -50.340818000         14.900
 -12.630288252  -50.340404000         14.800
 -12.629882458  -50.339990000         14.700
 -12.629458219  -50.339558000         14.600
 -12.629033980  -50.339144000         14.500
 -12.628628186  -50.338730000         14.400
 -12.628203947  -50.338298000         14.300
 -12.627798153  -50.337884000         14.200
 -12.627373914  -50.337470000         14.100
 -12.626968120  -50.337038000         14.000
 -12.626543881  -50.336624000         13.900
 -12.626138087  -50.336210000         13.800
 -12.625713848  -50.335796000         13.700
 -12.625308054  -50.335364000         13.600
 -12.624883815  -50.334950000         13.500
 -12.624478021  -50.334536000         13.400
 -12.624053782  -50.334104000         13.300
 -12.623629543  -50.333690000         13.200
 -12.623223749  -50.333276000         13.100
 -12.623020852  -50.333060000         13.000
