           lng            lat            alt
 -12.650817735  -50.336228000         15.000
 -12.650227490  -50.336696000         14.900
 -12.649028553  -50.337596000         14.800
 -12.647829617  -50.338514000         14.700
 -12.646630680  -50.339432000         14.600
 -12.645450189  -50.340350000         14.500
 -12.644251252  -50.341250000         14.400
 -12.643052315  -50.342168000         14.300
 -12.641853379  -50.343086000         14.200
 -12.640654442  -50.344004000         14.100
 -12.639455506  -50.344922000         14.000
 -12.638275014  -50.345822000         13.900
 -12.637076078  -50.346740000         13.800
 -12.635877141  -50.347658000         13.700
 -12.634678205  -50.348576000         13.600
 -12.633479268  -50.349476000         13.500
 -12.632280331  -50.350394000         13.400
 -12.631099840  -50.351312000         13.300
 -12.629900903  -50.352230000         13.200
 -12.628701967  -50.353148000         13.100
 -12.628093276  -50.353598000         13.000
