           lng            lat            alt
 -12.623020852  -50.333060000         15.000
 -12.623260639  -50.333582000         14.900
 -12.623758659  -50.334626000         14.800
 -12.624238234  -50.335670000         14.700
 -12.624736253  -50.336732000         14.600
 -12.625234273  -50.337776000         14.500
 -12.625713848  -50.338820000         14.400
 -12.626211868  -50.339864000         14.300
 -12.626709888  -50.340908000         14.200
 -12.627189462  -50.341952000         14.100
 -12.627687482  -50.343014000         14.000
 -12.628185502  -50.344058000         13.900
 -12.628665076  -50.345102000         13.800
 -12.629163096  -50.346146000         13.700
 -12.629661116  -50.347190000         13.600
 -12.630140691  -50.348234000         13.500
 -12.630638711  -50.349296000         13.400
 -12.631136730  -50.350340000         13.300
 -12.631616305  -50.351384000         13.200
 -12.632114325  -50.352428000         13.100
 -12.632354112  -50.352950000         13.000
