           lng            lat            alt
 -12.628831083  -50.358062000         15.000
 -12.628646631  -50.357198000         14.900
 -12.628259283  -50.355470000         14.800
 -12.627871934  -50.353742000         14.700
 -12.627484585  -50.352014000         14.600
 -12.627115681  -50.350304000         14.500
 -12.626728333  -50.348576000         14.400
 -12.626340984  -50.346848000         14.300
 -12.625953635  -50.345120000         14.200
 -12.625566286  -50.343392000         14.100
 -12.625178938  -50.341682000         14.000
 -12.624810034  -50.339954000         13.900
 -12.624422685  -50.338226000         13.800
 -12.624035337  -50.336498000         13.700
 -12.623647988  -50.334788000         13.600
 -12.623260639  -50.333060000         13.500
 -12.622891736  -50.331332000         13.400
 -12.622504387  -50.329604000         13.300
 -12.622117038  -50.327876000         13.200
 -12.621729689  -50.326166000         13.100
 -12.621545238  -50.325302000         13.000
